题目ID,原GPT裁定档,修订后主标签,可接受等级,复核状态,修订后置信度,教师标准档,初次盲评档,复核依据,复核证据来源,题干,选项,官方解析,题目图片URL,解析图片URL,结构_步骤,结构_题型,结构_状态,结构_约束,结构_实验,结构_图表,结构_推理
3659088539071561728,送分题,送分题,送分题,保留原GPT裁定,高,基础题,送分题,题干、解析与结构证据支持送分题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=直接套用。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,下列说法符合实际的是（ ）,A. 校园内机动车限速约5km/h B. 中学生使用的课桌高度约0.8dm C. 你使用的初中物理课本质量约20g D. 2026年苏州五月份的平均气温约40℃,"解：A、校园行人密集，机动车限速约5km/h,符合校园安全管理实际，故A正确； B、0.8dm=8cm,中学生课桌高度约80cm 即8dm,0.8dm过低不符合实际，故B错误； C、一本初中物理课本质量约200g,20g仅相当于一支铅笔重量，不符合实际，故C错误； D、苏州五月平均气温约20℃左右，40℃属于极端高温，不可能为月平均气温，故D错误。 故选：A。",https://k12static.xdf.cn/k12/image/externalized/b5021a2a-f63c-4ba8-898b-7ac46739f36d.png,https://k12static.xdf.cn/k12/image/externalized/3f632b00-a841-449d-86cd-3bf1feffcda2.png,1-2步,概念判断,单状态,无约束,无,无,直接套用
3659088542628331520,基础题,基础题,基础题,逐题复核后保留GPT裁定,高,基础题,送分题,最高难任务为1—2步显性应用、规范操作或简单因果，没有连续模型转换。 题目证据：最长连续链仅1步有效物理决策，五维锚定在基础档，属于单一知识点的简单应用，需要结合工具功能推理合金性质的调整方向，不是纯直接识别。,三次运行错题并集逐题复核,《考工记》记载：“金有六齐……五分其金而锡居一，谓之斧斤之齐”。“金”指铜，“齐”指合金配比，古人在制作斧头等砍器时调整合金配比，主要是为了改变它们的（ ）,A. 质量 B. 比热容 C. 硬度 D. 颜色,解：合金是由金属与金属（或非金属）熔合而成的混合物，调整合金的配比，主要目的是改变合金的硬度、熔点等物理性质；对于斧头这类需要切削、劈砍的器具，需要较高的硬度才能保证使用效果；质量是物体所含物质的多少，和合金配比无关；比热容是物质的特性，也不会因合金配比改变而用于工具制作的主要目的；颜色也不是制作工具时调整配比的主要原因；所以古人调整铜锡合金配比，主要是为了改变它们的硬度。 故选：C。,https://k12static.xdf.cn/k12/image/externalized/4060cbe3-6ea9-4425-9f59-878711650c31.png,https://k12static.xdf.cn/k12/image/externalized/1c3f59fa-7e9e-4389-b8ac-b1d7d3d7fba4.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
3659088559271329792,基础题,基础题,基础题,保留原GPT裁定,高,基础题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=直接套用。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,在2026年“央视春晚”中，苏州制造的机器人进行了精彩表演。电动机是机器人的重要部件，以下实验体现电动机工作原理的是（ ）,,解：A．图中是奥斯特实验，说明了通电导线周围存在磁场，故A不符合题意； B．闭合开关，通电导体棒在磁场中受力运动，是电动机的原理图，故B符合题意； C．此图是闭合电路的一部分导体在磁场中做切割磁感线的运动时导体中会产生感应电流，是发电机的工作原理，故C不符合题意； D．导体通电后，纸条燃烧，说明电流具有热效应，故D不符合题意。 故选：B。,https://k12static.xdf.cn/k12/image/externalized/b8353166-6cd9-41f3-ba3a-f1d62399c04e.png,https://k12static.xdf.cn/k12/image/externalized/45e66655-93d1-4ec9-9a19-4bc4c4321a7b.png,1-2步,概念判断,单状态,无约束,无,无,直接套用
3659088576115654656,基础题,基础题,基础题,保留原GPT裁定,中,基础题,送分题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图，通过气球的形变程度来反映压力的作用效果。下列做法中与该研究方法相同的是（ ）,A. 用光线表示光的传播 B. 用粘有颗粒的气球模拟宇宙膨胀 C. 探究声音能否在真空中传播 D. 通过吸引大头针多少知道磁性强弱,解：“通过气球的形变程度来反映压力的作用效果“，这里压力的作用效果本身是不易直接观察的，于是借助气球形变的程度（看得见、可比较）来间接反映它。这种将不易观察的物理量转换为容易观察的现象的方法，叫做转换法。 A.用光线表示光的传播，这是模型法——用一条带箭头的直线（光线）这个理想化模型来描述光的传播路径和方向，并非转换法，故A不符合题意。 B.用粘有颗粒的气球模拟宇宙膨胀，这是模型法（类比法）——用气球膨胀时颗粒间距增大来类比宇宙膨胀，属于建立物理模型来辅助理解，不是转换法，故B不符合题意。 C.探究声音能否在真空中传播，这是理想实验法（科学推理法）——通过逐渐抽出真空罩中的空气，听到声音逐渐变小，进而推理得出“声音不能在真空中传播“的结论，故C不符合题意。 D.通过吸引大头针多少知道磁性强弱，磁性的强弱是不易直接观察和测量的，于是通过电磁铁吸引大头针的数量（看得见、可计数）来间接反映磁性的强弱。这正是转换法，故D符合题意。 故选：D。,https://k12static.xdf.cn/k12/image/externalized/360916cd-863d-41af-bd31-2f84ddd3c932.png,https://k12static.xdf.cn/k12/image/externalized/901ae0a4-49d5-449d-aac6-823846577e7b.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
3659088593647845376,基础题,基础题,基础题,逐题复核后保留GPT裁定,高,基础题,基础题,最高难任务属于教材概念与常规物理关系中的1—2步直接应用、规范操作或简单因果判断。需要理解/应用而非纯识记，但没有共享中间结论、完整连续过程或隐含转换。,三次运行错题并集逐题复核,如图，气球内空气从瓶底小孔喷出时，由于力的作用是 的，气球、小瓶和塑料管能沿水平细线向左运动。以塑料管为参照物，小瓶是 的。停止喷气后，装置还能向左滑行一段距离，这是因为物体具有 。,,解：空气从小孔向后喷出，空气对装置施加反向推力，说明力的作用是相互的； 小瓶和塑料管固定在一起，相对位置不变，以塑料管为参照物，小瓶静止； 停止喷气后装置仍向左滑行，是因为物体具有惯性，要保持原有运动状态。 故答案为：相互；静止；惯性。,https://k12static.xdf.cn/k12/image/externalized/55e593f1-cdc0-46f7-9a62-6ae117cec132.png,https://k12static.xdf.cn/k12/image/externalized/3ec4fc3e-854d-4c7d-ada5-a6cfd3470818.png,1-2步,概念判断,单状态,无约束,无,无,直接套用
3659088597422718976,送分题,送分题,送分题,保留原GPT裁定,高,基础题,送分题,题干、解析与结构证据支持送分题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=直接套用。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,装有干冰的易拉罐置于空气中一段时间后，外壁上部出现水滴，是由于水蒸气 热量液化形成的。罐内干冰体积变小，这是因为干冰发生了 （填物态变化名称）。,,解：易拉罐外壁上部出现水滴，是由于水蒸气放出热量液化形成的； 罐内干冰体积变小，是因为干冰由固态直接变为气态，发生了升华。 故答案为：放出；升华。,https://k12static.xdf.cn/k12/image/externalized/16a18b65-429f-451e-9a01-05c947ac68cd.png,https://k12static.xdf.cn/k12/image/externalized/63478b67-8370-4cb3-8644-46b33db8a2d0.png,1-2步,概念判断,单状态,无约束,无,无,直接套用
3659088626245976064,拔高题,拔高题,拔高题,逐题复核后保留GPT裁定,高,拔高题,拔高题,最高难任务在光路、成像条件与几何关系中包含图线反推、状态转换、误差评价、几何/等效转换、方程联立或参数反求等决定性卡点，整体约5—6个有效决策；尚未形成压轴所需的完整复杂约束网络。,三次运行错题并集逐题复核,虹是太阳光射入空中大量的小水珠后，经水珠内壁反射，再折射回空气中呈现出的一种光现象。如图为发生虹现象时，红光和紫光经球形水珠分离开的光路图（图中虚线为法线），α、β为出射光线与法线的夹角，则光线①为 光，α β（＞/=/＜）。,,"解：太阳光经水珠（相当于三棱镜）发生第一次折射时，结合光的色散知识可知，红光的偏折能力最弱，紫光的偏折能力最强；由题图可知，太阳光（含红光和紫光）进入球形水珠时，光线①对应折射光的偏折程度更大，所以光线①为紫光，而光线②为红光； 图中光线经过球形水珠会发生两次折射和一次反射，以光线①为研究对象，连接球心O与对应的反射点B，因光发生反射时反射角等于入射角，则结合几何知识可知△AOB与△COB全等，所以∠OCB=∠OAB，即第二次折射时的入射角=第一次折射时的折射角，又因为在折射现象中光路是可逆的，所以第二次折射时的折射角=第一次折射时的入射角，即出射角α=最初的入射角i,如下图所示： 对光线②来说，同理可得出射角β=最初的入射角i,故α=β。 故答案为：紫；=。",https://k12static.xdf.cn/k12/image/externalized/ad3d97ae-9b4b-48d8-987f-aa89911f7287.png,https://k12static.xdf.cn/k12/image/externalized/b8f4aad5-b340-469e-b874-644d0a539d75.png,3-5步,光学声学综合,双状态,无约束,无,无,多层因果推理
3659088631363026944,中等题,中等题,中等题,保留原GPT裁定,高,拔高题,中等题,题干、解析与结构证据支持中等题：step=3-5步，题型=力学综合，状态=双状态，约束=单一约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,北宋时期，黄河岸边的铁牛因洪水泛滥而沉入河底，怀丙利用浮船将铁牛成功打捞。 （1）铁牛深陷河底淤泥中（图甲），打捞时先将下部淤泥清除，使铁牛受到更大的 力。然后，将载有沙子的大船停于铁牛上方，用绳索一端捆牢铁牛，另一端固定于船身，将绳索拉紧把沙子逐渐抛出，一段时间后，船身开始缓慢上浮，继续抛沙，将铁牛逐渐拉离河底至一定高度（图乙）。整个抛沙过程中，船受到浮力大小的变化情况是 。 （2）兴趣小组用船模在大水槽内模拟打捞过程（图丙）。圆柱形船模底面积为40cm2，内装适量沙子，底部用一根绳子与铁牛相连。在铁牛离开水槽底后被拉起2cm的过程中，需取出 g沙子。（不考虑水面位置变化）,,"解：（1）淤泥清除后，铁牛下方有水，受到水向上的浮力；抛沙全过程分两个阶段，船身开始上浮前，船始终漂浮，沙子不断抛出，船排开水的体积不变，船受到的浮力一直不变；船身开始缓慢上浮，继续抛沙，小船整体总重力持续减小，船排开水的体积变小，船受到的浮力因此船受到的浮力变小，所以整个过程船受到浮力大小的变化情况是先不变后变小。 （2）船上升2cm,排开水体积减少量：ΔV排=Sh=40cm2×2cm=80cm3 取出沙子的质量等于减少排开水的质量：m沙=ρ水ΔV排=1g/cm3×80cm3=80g。 故答案为：（1）浮；先不变后变小；（2）80。",https://k12static.xdf.cn/k12/image/externalized/ce278fa4-43eb-497b-aa37-6719199b088d.png,https://k12static.xdf.cn/k12/image/externalized/baa269e3-203f-4746-a342-aa4415a9bd8b.png,3-5步,力学综合,双状态,单一约束,无,无,多层因果推理
3659088636882731008,基础题,基础题,基础题,保留原GPT裁定,高,基础题,送分题,题干、解析与结构证据支持基础题：step=1-2步，题型=光学声学综合，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,图中，作出物体AB在平面镜中的像A'B'。,,解：先作出端点A、B关于平面镜的对称点A′、B′，用虚线连接A′、B′即为物体AB的像，如图所示：,https://k12static.xdf.cn/k12/image/externalized/491dc5b4-74f6-4d19-ae5e-b099f52b0573.png,https://k12static.xdf.cn/k12/image/externalized/4c5c9f28-0432-405f-a402-c922aa575b99.png,1-2步,光学声学综合,单状态,无约束,无,无,简单因果推理
3659088642788311040,中等题,中等题,中等题,逐题复核后保留GPT裁定,高,基础题,中等题,需要围绕教材概念与常规物理关系完成常规的3—4个有效决策，或完成一套完整标准实验/共享过程分析。关系仍显性、方法常规，没有决定性隐含转换、复杂边界筛选或多状态强耦合。,三次运行错题并集逐题复核,图中，根据小磁针静止时N极指向，在图中A点画出磁感线方向，并标出电源的正极（用“+”表示）。,,解：①由图可知，小磁针静止时的左端为N极，根据异名磁极相互吸引，同名磁极相互排斥，则通电螺线管的右端为S极，左端为N极。 ②因为在磁体外部，磁感线总是从N极发出，回到S极，所以图中磁感线的方向是指向右的。 ③根据安培定则，伸出右手使大拇指指示螺线管的左端N极，则四指弯曲所指的方向为电流的方向，所以电流从螺线管的右端流入，则电源的右端为正极，如图所示：,https://k12static.xdf.cn/k12/image/externalized/2f117603-5756-4e3f-bfed-3843e54222fc.png,https://k12static.xdf.cn/k12/image/externalized/20d492f5-d420-41c8-ab54-750fb97a563f.png,3-5步,概念判断,单状态,无约束,无,无,多层因果推理
3659089282906210304,基础题,基础题,基础题,逐题复核后保留GPT裁定,中,基础题,送分题,最高难任务为1—2步显性应用、规范操作或简单因果，没有连续模型转换。 题目证据：最高难选项实际有效推理1步，五维锚定结果为基础题。本题是对安全用电、节能原则多个生活用电常识的独立判断，每个选项分别调用对应安全用电规则进行判断，不属于单一规则的直接检索束。,三次运行错题并集逐题复核,暑期，家中用电设备使用率增高。下列做法中安全、节能的是（ ）,A. 湿手拔电源插头 B. 用电设备达到使用寿命及时更换 C. 空调温度调至最低 D. 多个大功率用电器同时插在一个接线板上工作,解：A、湿手的导电性强，拔插头时容易导致电流通过人体，引发触电事故，属于不安全用电行为，故A错误。 B、老旧电器的绝缘层可能老化破损，内部元件性能下降，容易引发漏电、火灾等风险，及时更换属于安全用电行为，故B正确。 C、空调温度调至最低，会导致空调长时间高负荷运行，消耗大量电能，故C错误。 D、多个大功率电器同时工作会使接线板的电流过大，超过其额定负载，容易引发线路过热、短路，甚至火灾，属于不安全用电行为，故D错误。 故选：B。,https://k12static.xdf.cn/k12/image/externalized/8a002ec6-be4e-4211-8a0e-93732facf25d.png,https://k12static.xdf.cn/k12/image/externalized/233cf2f2-22fe-4f76-ab70-7093bccbff7b.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
3659089289013116928,送分题,送分题,送分题,保留原GPT裁定,高,基础题,送分题,题干、解析与结构证据支持送分题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=直接套用。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,我国科研人员在沙漠盐碱地培育出了耐盐碱、抗旱、抗寒小黑麦。将麦穗置于掌中，如图所示，它的长度约为（ ）,A. 1.3m B. 13cm C. 13dm D. 1.3mm,解：如图，麦穗的长度接近手掌的长度，约为13cm。 故选：B。,https://k12static.xdf.cn/k12/image/externalized/a358676d-4fb9-429f-84e0-c10885095e05.png,https://k12static.xdf.cn/k12/image/externalized/6da5ee51-fd16-4ca9-9505-151ccd40b818.png,1-2步,概念判断,单状态,无约束,无,无,直接套用
3659089292620218368,基础题,基础题,基础题,保留原GPT裁定,高,基础题,送分题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,同样把几百块砖从地面运送到房顶，工人搬运需要几个小时，用起重机搬运只需要几分钟。对比两个过程，下列说法正确的是（ ）,A. 起重机对砖做的功多 B. 工人对砖做的功多 C. 起重机对砖做功的功率大 D. 工人对砖做功的功率大,"解：AB、重力做功W=Gh,砖块总重力G、提升高度h均相等，故起重机、工人对砖做功相等，故AB错误； CD、由P=$\frac{W}{t}$知，W相同，起重机搬运时间t更小，因此起重机做功功率更大，故C正确，D 错误。 故选：C。",https://k12static.xdf.cn/k12/image/externalized/6e967aaf-5068-4134-8ed3-114bf705357c.png,https://k12static.xdf.cn/k12/image/externalized/f12afba0-56ab-4436-a803-f953193c92cd.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
3659089298106368000,基础题,基础题,基础题,保留原GPT裁定,高,中等题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图，在水平地面把钢卷尺拉直，折好的飞机静止对着卷尺，松开卷尺后自动缩回，“飞机”被牵引滑行后飞离地面，前进过程中，“飞机”（ ）,A. 在空中不受力 B. 运动需要力来维持 C. 在空中受到惯性的作用 D. 由静止到运动说明力可以改变物体的运动状态,解：A、“飞机”飞离地面后，会受到竖直向下的重力，以及空气对它的阻力和升力，并非不受力，故A错误。 B、根据牛顿第一定律，物体的运动不需要力来维持，力是改变物体运动状态的原因。“飞机”前进是因为惯性，不是因为持续受力，故B错误。 C、惯性是物体的固有属性，不是一种力，不能说“受到惯性的作用”，正确表述应为“具有惯性”，故C错误。 D、“飞机”原本静止，在钢卷尺的牵引力作用下开始运动，运动状态发生了改变，这符合力的作用效果之一——改变物体的运动状态，故D正确。 故选：D。,https://k12static.xdf.cn/k12/image/externalized/d45c0171-a800-404e-b8eb-8c7c9ca479a6.png,https://k12static.xdf.cn/k12/image/externalized/cdca1f58-b424-4edd-89f2-903a94e0a3d6.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
3659089312786432000,基础题,基础题,基础题,保留原GPT裁定,高,中等题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图，用一块半球形状的透明玻璃作为镇纸，压在水平放置的纸质书法作品上。下列说法正确的是（ ）,A. 镇纸静止时合力为0 B. 该镇纸相当于凹透镜 C. “永和”二字通过镇纸所成的是放大的实像 D. 镇纸所受重力和它对纸的压力是一对平衡力,解：A、镇纸静止在水平放置的书法作品上，处于平衡状态，根据平衡状态的条件，此时它受到的合力为0，故A正确。 B、半球形状的透明玻璃，中间厚、边缘薄，符合凸透镜的特征，而凹透镜是中间薄、边缘厚，所以该镇纸相当于凸透镜，故B错误。 C、“永和”二字位于凸透镜（镇纸）的一倍焦距以内，根据凸透镜成像规律，此时成的是正立、放大的虚像，而不是实像，故C错误。 D、一对平衡力需要满足大小相等、方向相反、作用在同一物体上、作用在同一直线上。镇纸所受重力的受力物体是镇纸，它对纸的压力的受力物体是纸，两个力作用在不同物体上，不是一对平衡力，故D错误。 故选：A。,https://k12static.xdf.cn/k12/image/externalized/b4bdd7c1-de1e-447d-a2b7-a4fcf1742187.png,https://k12static.xdf.cn/k12/image/externalized/619ea22b-d813-4cf3-9818-a0516d60c95f.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
3659089326459863040,送分题,送分题,送分题,保留原GPT裁定,高,中等题,送分题,题干、解析与结构证据支持送分题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=直接套用。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,用细线悬挂一根条形磁铁，多次让其在水平面自由旋转。发现条形磁铁均静止在如图所示位置。根据现象，在下方白纸上标注地理方位，正确的是（ ）,,解：悬挂的条形磁铁静止后沿水平（左右）方向放置，且左端为N极，右端为S极，因此：左方对应地理北极（北），右方对应地理南极（南），南北方向沿左右分布，故选 A。 故选：A。,https://k12static.xdf.cn/k12/image/externalized/7f34696c-ac82-42ef-9e51-8578f804bc9e.png,https://k12static.xdf.cn/k12/image/externalized/1a296a24-3871-44ae-b229-351213e9a5bc.png,1-2步,概念判断,单状态,无约束,无,无,直接套用
3659089331761463296,基础题,基础题,基础题,保留原GPT裁定,高,中等题,基础题,题干、解析与结构证据支持基础题：step=1-2步，题型=概念判断，状态=单状态，约束=无约束，推理=简单因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图，爱探索的小湘做了以下有趣的实验。关于实验现象解释正确的是（ ）,A. 图甲：乒乓球被发声的音叉弹开，说明声音传播不需要介质 B. 图乙：乒乓球和瓶中水被“托住”，说明了大气压强的存在 C. 图丙：水中的乒乓球没有浮起，说明浮力大小等于重力大小 D. 图丁：向漏斗中吹气时，乒乓球不掉落，说明流速越大的位置压强越大,解：A、乒乓球被发声的音叉弹开，只能说明声音是由物体振动产生的，这个实验并没有涉及声音传播的介质问题，不能得出声音传播不需要介质的结论，故A错误。 B、瓶中的水和乒乓球没有下落，是因为外界大气压强向上托住了乒乓球和水，这是大气压强存在的典型实验，故B正确。 C、水中的乒乓球没有浮起，是因为乒乓球下方没有水，无法受到向上的浮力，此时乒乓球不受浮力，并非浮力等于重力，故C错误。 D、向漏斗吹气时，乒乓球上方空气流速大，压强小，下方空气流速小，压强大，所以乒乓球被下方的大气压托住不掉落，这说明流速越大的位置压强越小，故D错误。 故选：B。,https://k12static.xdf.cn/k12/image/externalized/8bdbd371-4857-4908-9397-4f23998727d7.png,https://k12static.xdf.cn/k12/image/externalized/46ca0ee2-e820-40cf-a6b1-12cb115cd06b.png,1-2步,概念判断,单状态,无约束,无,无,简单因果推理
3659089360349839360,送分题,送分题,送分题,逐题复核后保留GPT裁定,高,基础题,送分题,只需识别一个熟悉教材模板，没有第二次物理决策。 题目证据：两个空分别调用热机能量转化和漂浮条件两个直接教材结论，每个空均为1步直接对应，最长连续链仅1步有效决策。五维中知识量为2个直接关联基础知识点，过程/对象为单对象静态，无运算，情境仅为包装不增负担，思维层次为直接识别，符合送分题特征。两个空分别调用不同基础知识点，不构成复杂任务。,三次运行错题并集逐题复核,如图为我国某公司建造的全球首艘最大级别甲醇双燃料集装箱船，轮船的热机工作时，将燃料燃烧产生的内能转化为 能。该船航行时，装载的货物越重，所受浮力越 。,,解：热机工作时，将燃料燃烧产生的内能转化为机械能。即热机的基本工作原理——通过燃料燃烧产生高温高压气体，推动活塞或涡轮等机械装置做功，从而将内能转化为机械能。 根据阿基米德原理和漂浮条件：船漂浮在水面上时，浮力=重力（即F浮=G），装载货物越重，船的总重力越大，为了保持漂浮状态，船需要排开更多的水，从而获得更大的浮力来平衡增大的重力，因此，装载的货物越重，船所受的浮力越大。 故答案为：机械；大。,https://k12static.xdf.cn/k12/image/externalized/67b628a0-beb5-452e-9537-f6ba80f82d4b.png,https://k12static.xdf.cn/k12/image/externalized/eb6d2dd8-6c7b-4a30-896e-f8bb6ee3ce15.png,1-2步,概念判断,单状态,无约束,无,无,直接套用
3659089891768156160,拔高题,拔高题,拔高题,逐题复核后保留GPT裁定,高,中等题,压轴题,最高难任务在图表信息提取与关系反推中包含图线反推、状态转换、误差评价、几何/等效转换、方程联立或参数反求等决定性卡点，整体约5—6个有效决策；尚未形成压轴所需的完整复杂约束网络。,三次运行错题并集逐题复核,阅读短文，回答问题。 2026年2月，全球首个实现“海上风电直连+海水自然冷却”的海底数据中心在国内正式启用。此次启用的是该海底数据中心项目的一期示范工程。 如图1，海上风电直连，是通过电缆将海上风电与海底数据中心直接连通的供电模式。风机发出的电能，输送至海底数据舱和海水自然冷却装置等。海水自然冷却是利用低温海水吸收数据舱内服务器工作时产生的热量，使服务器工作状态保持正常，即舱内温度不超过20℃；抽水泵功率越大，冷却管道中海水流速越大。 该海底数据中心的建立，为AI时代数字基础设施环保升级提供了“中国方案”。,,,https://k12static.xdf.cn/k12/image/externalized/22974f3c-0aca-4c97-accd-b09638d3b4f4.png,https://k12static.xdf.cn/k12/image/externalized/c6a96101-eb7c-4a0a-bfda-efa64ae8620e.png,3-5步,跨模块综合,单状态,单一约束,无,多组比较归纳,多层因果推理
3659090173105291264,中等题,中等题,中等题,保留原GPT裁定,高,中等题,拔高题,题干、解析与结构证据支持中等题：step=3-5步，题型=实验探究，状态=单状态，约束=无约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,某实验小组利用如图甲、乙所示的电路，分别探究串、并联电路中电流的规律。具体探究过程如下：,,,https://k12static.xdf.cn/k12/image/externalized/46589052-6fab-4e63-8657-a262d07be8b9.png,https://k12static.xdf.cn/k12/image/externalized/a712609f-6e6d-4f8f-88f5-45f9f649a2cb.png,3-5步,实验探究,单状态,无约束,控制变量或故障分析,多组比较归纳,多层因果推理
3659091264731627520,拔高题,拔高题,拔高题,逐题复核后保留GPT裁定,高,拔高题,拔高题,最高难任务在电路状态、图线/参数与安全约束中包含图线反推、状态转换、误差评价、几何/等效转换、方程联立或参数反求等决定性卡点，整体约5—6个有效决策；尚未形成压轴所需的完整复杂约束网络。,三次运行错题并集逐题复核,某小组在参加“美丽乡村建设实践活动”中，设计了如图甲所示的光控路灯简易电路图。控制电路电源电压U1=220V，光敏电阻RG的阻值随照度的增大而减小，85～110lx（lx表示照度的单位）照度区间的阻值变化情况如图乙所示。当继电器线圈中电流大于或等于10mA时，衔铁被吸下；当继电器线圈中电流小于或等于8mA时，衔铁被释放，线圈阻值不计。工作电路电源电压U2=24V，衔铁未被吸下时，触点接通，流过照明灯L的电流为5A。求：,,,https://k12static.xdf.cn/k12/image/externalized/a604b81a-eedc-4a99-8bba-5ad5e3b1ea13.png,https://k12static.xdf.cn/k12/image/externalized/cb11228c-4310-44cf-a8de-b35b33458dcb.png,3-5步,电路综合,双状态,单一约束,无,直接读数,多层因果推理
3659091629518635008,中等题,中等题,中等题,逐题复核后保留GPT裁定,中,中等题,拔高题,存在约3—4步常规连续分析、共享过程或完整标准实验任务，关系仍显性。 题目证据：各小问相互独立，最高难小问实际有效物理决策不超过2步。整题四个小问分别覆盖电动机原理、实验器材选材、电能计算、电路连接四个独立任务，没有完整耦合的长链或决定性转换；整体未达到高密度综合链，也没有多状态约束耦合。,三次运行错题并集逐题复核,电动机是一种应用广泛的机械，许多电器就是由它来驱动的，小明和小红对电动机进行了比较深入的研究。,,,https://k12static.xdf.cn/k12/image/externalized/631bebf7-bb8f-452c-ab08-28bed27cdd09.png,https://k12static.xdf.cn/k12/image/externalized/0e659ade-8b96-4672-9fcc-02b10db147e5.png,1-2步,跨模块综合,单状态,无约束,基础操作或读数,无,简单因果推理
3660631806741413888,压轴题,压轴题,压轴题,保留原GPT裁定,高,拔高题,压轴题,题干、解析与结构证据支持压轴题：step=6-8步，题型=电路综合，状态=连续变化或临界状态，约束=多约束，推理=逆向推理或临界分析。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,如图甲所示的电路中，电源电压不变，定值电阻$R_{0}$的阻值为10 Ω，滑动变阻器$R_{\mathrm{P}}$的最大阻值为50 Ω，电压表选用的测量范围为0~15 V，电流表选用的测量范围为0~0.6 A，其表盘0.2~0.3之间的刻度模糊不清，不能读出示数，如图乙所示。移动滑片P到某一位置时，电压表示数为9 V，电流表示数为0.3 A。,,,https://k12static.xdf.cn/k12/image/externalized/d0a92979-224f-4ab6-80a1-debe3b3fcc95.png,https://k12static.xdf.cn/k12/image/externalized/f6b66fca-760c-4129-aa2f-d4de151df91c.png,6-8步,电路综合,连续变化或临界状态,多约束,无,无,逆向推理或临界分析
3660872748428980224,拔高题,拔高题,拔高题,保留原GPT裁定,高,拔高题,压轴题,题干、解析与结构证据支持拔高题：step=3-5步，题型=实验探究，状态=多状态，约束=单一约束，推理=多层因果推理。教师、盲评和多次模型证据中未形成足以推翻原裁定的同向结构证据。,未进入三次错题并集；逐题结构一致性复核,在“探究电压一定时电流与电阻的关系”实验中，实验小组的同学选用器材如下：电压恒为9 V的电源，阻值分别为15 Ω、20 Ω、30 Ω、40 Ω的定值电阻，标有“30 Ω 1 A”字样的滑动变阻器。,,,https://k12static.xdf.cn/k12/image/externalized/cc8f882e-dde6-40cb-8e8d-3693c8e04d6e.png,https://k12static.xdf.cn/k12/image/externalized/a4e58afe-20b4-4b2e-b79a-bcc3fece8104.png,3-5步,实验探究,多状态,单一约束,方案设计或误差评价,多组比较归纳,多层因果推理
