题目ID,最终裁定档,裁定置信度,教师标准档,裁定结果,裁定方式,具体裁定原因,教师分析疑点
2354276152588939264,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
2623909474836176896,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为6-8步、题型为实验探究、涉及双状态、含多约束、实验要求达到“方案设计或误差评价”、图表要求达到“直接读数”、推理为逆向推理或临界分析，与拔高题边界一致。 复核证据：独立盲评与三次模型中有3/4支持拔高题。,
2974343560647438336,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3038320375408402432,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2535175670411137024,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2810931317429776384,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3037057440509894656,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2931077220550852608,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有4/4支持中等题。,
2961808929062686720,中等题,高,拔高题,拔高题→中等题,改低,原标偏高。最长有效链为3-5步、题型为电路综合、涉及双状态、含单一约束、推理为多层因果推理；未出现分类讨论、临界/极值、边界筛选或多状态多约束全链耦合，裁定为中等题。 复核证据：独立盲评与三次模型中有4/4支持中等题。,
3659087375017984000,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及多状态、含多约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2804003948029558784,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2773438924203778048,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3189131794248695808,拔高题,中,压轴题,压轴题→拔高题,改低,原标偏高。最长有效链为3-5步、题型为电路综合、涉及多状态、含多约束、推理为多层因果推理；未出现，裁定为拔高题。 复核证据：各独立判断分裂，先取五方中位档。,
3659089430361161728,压轴题,高,压轴题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、含单一约束、实验要求达到“方案设计或误差评价”、推理为多层因果推理，与压轴题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2354035905352200192,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为6-8步、题型为电路综合、涉及双状态、含单一约束、图表要求达到“图像反推或外推”、推理为逆向推理或临界分析，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2825067892872855552,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为实验探究、实验要求达到“控制变量或故障分析”、图表要求达到“直接读数”、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3202677262463561728,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电学综合、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3672832361842675712,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2633161678218616832,送分题,中,基础题,基础题→送分题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现新的状态建立、数据归纳或连续模型转换，裁定为送分题。 复核证据：各独立判断分裂，先取五方中位档；低结构概念题按基础封顶；单一教材模板且无第二个物理决策。,
3670061342944444416,压轴题,高,压轴题,一致,保留教师标,保留原标。最长有效链为6-8步、题型为力学综合、涉及多状态、含多约束、推理为逆向推理或临界分析，与压轴题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3135600633076301824,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为图像表格分析、涉及双状态、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
3650594805423308800,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、含多约束、图表要求达到“直接读数”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2951572416009965568,拔高题,中,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为光学声学综合、推理为多层因果推理，与拔高题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
2762815632959901696,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2628418288885219328,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
3120657944649502720,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2738866259222704128,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3143015212558934016,压轴题,高,压轴题,一致,保留教师标,保留原标。最长有效链为6-8步、题型为电路综合、涉及多状态、含多约束、推理为多层因果推理，与压轴题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2861687730225901568,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
3004941862002024448,基础题,中,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：各独立判断分裂，先取五方中位档；低结构概念题按基础封顶。,
3078753264091561984,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为跨模块综合、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3380648866639097856,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3122915394017906688,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2335559937971740672,基础题,高,送分题,送分题→基础题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、推理为多层因果推理；实际任务已超过送分题所允许的直接识别/显性应用范围，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。 教师分析疑点：送分标签与实验分析、反推或范围任务不相容。,送分标签与实验分析、反推或范围任务不相容
2682027746084519936,送分题,中,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：各独立判断分裂，先取五方中位档；低结构概念题按基础封顶；单一教材模板且无第二个物理决策。,
3202157961741639680,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、推理为多层因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3665219145129349120,中等题,中,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、含单一约束、图表要求达到“直接读数”、推理为多层因果推理，与中等题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
3668902653159612416,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及双状态、含单一约束、图表要求达到“直接读数”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2852839114129842176,拔高题,中,压轴题,压轴题→拔高题,改低,原标偏高。最长有效链为3-5步、题型为电路综合、涉及多状态、含单一约束、推理为多层因果推理；未出现，裁定为拔高题。 复核证据：独立盲评与三次模型中有3/4支持中等题；缺少四方一致或明确矛盾，裁定限制为相邻档调整。,
2701397421261352960,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为图像表格分析、图表要求达到“直接读数”、推理为多层因果推理，与中等题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2602574030357487616,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2722155620416991232,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2570768226378424320,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2923952905620643840,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为力学综合、含单一约束、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
2820811441004924928,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、含单一约束、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3064575467478654976,送分题,中,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：各独立判断分裂，先取五方中位档；单一教材模板且无第二个物理决策。,
3678675760415592448,中等题,中,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：各独立判断分裂，先取五方中位档。,
3077184630431440896,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为光学声学综合、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659087212765528064,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2625536342911447040,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为图像表格分析、图表要求达到“直接读数”、推理为多层因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2721534662736715776,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
3006527303731937280,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有4/4支持基础题。,
3019585172721106944,基础题,中,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：独立盲评与三次模型中有3/4支持中等题；但题目符合单状态、无约束、无实验图像推导的低结构概念题否决条件。,
3673096986324992000,基础题,中,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为实验探究、实验要求达到“基础操作或读数”、图表要求达到“直接读数”、推理为直接套用；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：各独立判断分裂，先取五方中位档。,
3522789460171612160,基础题,高,送分题,送分题→基础题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；实际任务已超过送分题所允许的直接识别/显性应用范围，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。 教师分析疑点：教师分析称单一知识点，但实际包含多个独立判断任务。,教师分析称单一知识点，但实际包含多个独立判断任务
2588049749402984448,中等题,高,送分题,送分题→中等题,人工复核,同时包含动态电路、分压关系和控制变量法可行性判断，教师送分明显失真。 教师分析疑点：教师分析称单一知识点，但实际包含多个独立判断任务。,教师分析称单一知识点，但实际包含多个独立判断任务
2290515359075704832,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、含单一约束、推理为多层因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2317772850807201792,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2951640000472584192,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有3/4支持中等题。,
2729885077318754304,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3128329543225544704,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、图表要求达到“直接读数”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2444280901085450240,中等题,高,拔高题,拔高题→中等题,改低,原标偏高。最长有效链为3-5步、题型为跨模块综合、含单一约束、推理为多层因果推理；未出现分类讨论、临界/极值、边界筛选或多状态多约束全链耦合，裁定为中等题。 复核证据：独立盲评与三次模型中有4/4支持中等题。,
2608563606177804288,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
2139872143004012544,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3044393486444158976,压轴题,高,压轴题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、涉及双状态、含多约束、推理为多层因果推理，与压轴题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2491137493878534144,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2951605846440767488,基础题,高,送分题,送分题→基础题,人工复核,需按外力消失瞬间速度是否为零分类应用牛顿第一定律，超过送分但仅为显性两情形判断。,
2623910294252183552,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3419868411753152512,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及连续变化或临界状态、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2602170575474221056,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3052118953290739712,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为光学声学综合、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2490546183295553536,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
2766319552927666176,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为多层因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2880503378557022208,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、实验要求达到“控制变量或故障分析”、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2623910274790612992,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、实验要求达到“基础操作或读数”、推理为多层因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2371928948169793536,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2139835288467529729,基础题,高,送分题,送分题→基础题,改高,原标偏低。最长有效链为1-2步、题型为概念判断、推理为简单因果推理；实际任务已超过送分题所允许的直接识别/显性应用范围，裁定为基础题。 复核证据：独立盲评与三次模型中有4/4支持基础题。 教师分析疑点：教师分析称单一知识点，但实际包含多个独立判断任务。,教师分析称单一知识点，但实际包含多个独立判断任务
2640096977610723328,基础题,中,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为光学声学综合、推理为简单因果推理，与基础题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
3137131568584491008,拔高题,中,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为电路综合、含单一约束、实验要求达到“方案设计或误差评价”、图表要求达到“直接读数”、推理为多层因果推理，与拔高题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
3665218882510569472,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2667781620899512320,基础题,高,中等题,中等题→基础题,改低,原标偏高。最长有效链为1-2步、题型为电路综合、含单一约束、推理为多层因果推理；未出现决定性反推、隐含模型、联合约束或约5—6步迁移链，裁定为基础题。 复核证据：独立盲评与三次模型中有3/4支持基础题。,
3650594360759975936,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为实验探究、实验要求达到“控制变量或故障分析”、图表要求达到“多组比较归纳”、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2627228039159844864,送分题,中,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：独立盲评与三次模型中有3/4支持基础题；题目仅调用一个唯一熟悉模板，教师送分可接受。,
2627228903808696320,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与送分题边界一致。 复核证据：独立盲评与三次模型中有4/4支持基础题；题目仅调用一个唯一熟悉模板，教师送分可接受。,
2761957342410964992,中等题,中,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为实验探究、实验要求达到“控制变量或故障分析”、推理为多层因果推理，与中等题边界一致。 复核证据：各独立判断分裂，先取五方中位档。,
2487390741370834944,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2530050352983891968,拔高题,高,基础题,基础题→拔高题,人工复核,D项需识别绳段夹角变化并由FT=mg/(2cosθ)判断拉力变化，是决定性几何受力转换。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
2139836203355213825,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3581126944598011904,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2711340150560247808,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为图像表格分析、图表要求达到“直接读数”、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659088567173398528,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为电路综合、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2588783622091489280,送分题,高,送分题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与送分题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2874616159713918976,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为概念判断、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。 教师分析疑点：教师分析称无运算，但官方解析包含计算或公式。,教师分析称无运算，但官方解析包含计算或公式
3057491283792941056,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、含单一约束、推理为多层因果推理，与拔高题边界一致。 复核证据：独立盲评与三次模型中有3/4支持拔高题。,
2222328728959791104,中等题,高,中等题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、推理为多层因果推理，与中等题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2804006696360386560,中等题,高,基础题,基础题→中等题,改高,原标偏低。最长有效链为3-5步、题型为直接计算、推理为多层因果推理；实际任务已超过基础题所允许的直接识别/显性应用范围，裁定为中等题。 复核证据：独立盲评与三次模型中有4/4支持中等题。,
2464545826479869952,拔高题,高,拔高题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为力学综合、涉及双状态、含单一约束、图表要求达到“多组比较归纳”、推理为多层因果推理，与拔高题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3078753256608923648,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为直接套用，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
3659088710148833280,压轴题,高,压轴题,一致,保留教师标,保留原标。最长有效链为3-5步、题型为跨模块综合、涉及双状态、含单一约束、实验要求达到“方案设计或误差评价”、图表要求达到“多组比较归纳”、推理为多层因果推理，与压轴题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2577586737998307328,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、实验要求达到“基础操作或读数”、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
2602608644069351424,基础题,高,基础题,一致,保留教师标,保留原标。最长有效链为1-2步、题型为概念判断、推理为简单因果推理，与基础题边界一致。 复核证据：教师标签与独立盲评一致；三次模型运行使用相近提示词，仅作为辅助证据，不足以推翻两者一致结论。。,
